1.96429,,
0.595932,,
0.941972,,
3.26808,,
0.488895,,
3.34288,,
2.81938,,
0.522712,,
1.26807,,
0.618958,,
3.12973,,
0.063473,,
0.675633,,
2.22566,,
0.268987,,
1.04494,,
2.71757,,
0.62452,,
1.34707,,
0.954808,,
0.893385,,
0.05049,,
0.098239,,
0.067505,,
0.890463,,
0.188837,,
1.04455,,
2.38822,,
0.748534,,
1.34626,,
0.746717,,
1.04524,,
0.06165,,
0.255027,,
10.3691,,
0.2727,,
1.19942,,
1.98552,,
0.871027,,
1.21911,,
0.965765,,
0.870581,,
0.061204,,
0.144836,,
0.20239,,
1.04535,,
1.56812,,
0.522341,,
0.002567,,
0.0023,,
0.002197,,
0.002129,,
1.25177,,
0.711165,,
2.10461,,
0.10357,,
0.415107,,
1.25992,,
0.51816,,
0.94086,,
0.051546,,
0.16273,,
0.510934,,
1.04526,,
1.56627,,
1.04659,,
1.57327,,
0.623787,,
0.895054,,
0.071318,,
0.182194,,
2.25608,,
0.245297,,
1.04433,,
1.46288,,
0.940267,,
1.15109,,
0.94181,,
0.936778,,
0.050445,,
0.4721,,
0.588167,,
0.880421,,
0.199653,,
1.04795,,
2.29672,,
0.629123,,
1.25096,,
0.730541,,
0.85073,,
0.063655,,
0.238217,,
62.9562,,
0.174683,,
0.994779,,
1.98597,,
0.461541,,
1.31978,,
1.45681,,
2.30393,,
0.068913,,
1.66455,,
0.242815,,
1.04452,,
2.04566,,
0.565644,,
0.002458,,
0.002263,,
0.002314,,
0.002204,,
1.92206,,
0.890316,,
1.2577,,
0.050229,,
0.154598,,
1.25398,,
0.62557,,
0.949629,,
0.06736,,
0.101542,,
0.237423,,
1.04421,,
1.98678,,
0.636942,,
1.45103,,
0.631307,,
0.941055,,
0.053227,,
0.16075,,
1.21222,,
0.237902,,
1.0449,,
1.8796,,
0.970902,,
1.31947,,
0.852391,,
0.937392,,
0.622025,,
0.103813,,
0.075213,,
0.341676,,
0.625607,,
1.15118,,
1.66896,,
0.627485,,
1.23698,,
1.11461,,
1.31139,,
0.622706,,
0.206974,,
1.79944,,
0.182473,,
0.956912,,
1.44557,,
0.838886,,
1.38329,,
0.9157,,
0.940873,,
0.623123,,
0.140967,,
1.11017,,
1.04532,,
1.4642,,
0.519358,,
0.002874,,
0.002675,,
0.002409,,
0.002066,,
1.75739,,
1.10823,,
1.22547,,
0.616133,,
0.200078,,
1.25016,,
0.623127,,
0.951665,,
0.577778,,
0.126993,,
0.221741,,
1.25315,,
2.0891,,
0.627831,,
1.15779,,
0.516982,,
0.940086,,
0.626409,,
0.72896,,
3.29422,,
0.360225,,
1.46091,,
1.98439,,
0.522689,,
1.19953,,
0.472988,,
2.40311,,
0.731154,,
0.313188,,
0.729574,,
0.733365,,
0.17436,,
1.07575,,
1.98442,,
1.04622,,
1.25459,,
0.522731,,
2.29907,,
0.729736,,
0.210661,,
1.73252,,
0.247601,,
1.0456,,
2.40023,,
0.626512,,
1.15093,,
2.61465,,
0.942359,,
0.057213,,
0.110377,,
0.243588,,
1.04309,,
1.48405,,
0.500815,,
0.00276,,
0.002261,,
0.002382,,
0.002183,,
1.03882,,
1.14693,,
1.9841,,
0.05971,,
0.152425,,
1.25507,,
0.516742,,
0.940503,,
0.050448,,
0.158332,,
0.206551,,
0.951601,,
1.9728,,
0.626829,,
1.56824,,
1.14907,,
0.94312,,
0.624075,,
0.213183,,
1.18309,,
0.171686,,
1.04072,,
2.47111,,
0.92401,,
1.51931,,
2.40209,,
0.940679,,
0.636316,,
0.720262,,
0.944134,,
1.42143,,
0.345038,,
1.14878,,
2.40291,,
0.521898,,
1.25588,,
0.627111,,
2.19304,,
0.940931,,
0.523281,,
17.2749,,
0.998281,,
1.14912,,
3.44668,,
0.626649,,
1.67299,,
1.46453,,
2.10897,,
0.06464,,
0.122278,,
0.206664,,
1.04463,,
1.98478,,
0.522575,,
0.002711,,
0.002405,,
0.002407,,
0.002675,,
1.24475,,
1.2537,,
1.98626,,
0.049534,,
0.158676,,
1.25356,,
0.625483,,
0.942837,,
0.623078,,
0.103202,,
,,1.1963244966
